threshold_m,success_rate,failure_rate,success_count,total
1.0,0.22872340425531915,0.7712765957446809,129,564
2.0,0.37943262411347517,0.6205673758865249,214,564
5.0,0.4078014184397163,0.5921985815602837,230,564
10.0,0.4521276595744681,0.5478723404255319,255,564
20.0,0.5354609929078015,0.46453900709219853,302,564
50.0,0.7872340425531915,0.21276595744680848,444,564
100.0,0.9450354609929078,0.054964539007092195,533,564
166.0,0.973404255319149,0.02659574468085102,549,564
