threshold_m,success_rate,failure_rate,success_count,total
1.0,0.25908558030480655,0.7409144196951934,1547,5971
2.0,0.3825154915424552,0.6174845084575449,2284,5971
5.0,0.4374476637079216,0.5625523362920783,2612,5971
10.0,0.46826327248367106,0.5317367275163289,2796,5971
20.0,0.5230279685144867,0.47697203148551326,3123,5971
50.0,0.6908390554346006,0.30916094456539944,4125,5971
100.0,0.8415675766203315,0.15843242337966845,5025,5971
166.0,0.9170993133478479,0.08290068665215211,5476,5971
