id,error_m,used_field
1531281496798588-575d8e57b2de436b805fd6befde3edd7,1.5949151528934493,distance_m
1531281497299031-14d8b49233574552ae43c6f49172ea16,66.26974384487633,distance_m
1531281497798337-5973a055a6ac40e9934cfce8afa82fbe,355.0346814045073,distance_m
1531281498298769-1220f9a205ae44418fcce91722e1e601,5.88430114796991,distance_m
1531281498799223-9b3ff4bc3d1d46a19ddae004ec9c0ae5,80.6122981656896,distance_m
1531281499299122-692096a37e2c43b3b1aaaa06b0a9666b,213.76067224819442,distance_m
1531281499800073-0c97832dafd24fce9a0e4935664dc824,193.57180134546638,distance_m
1531281500200435-ca37a1ae2ef1461d9c3dadf826e78706,21.613074746550986,distance_m
1531281500700295-9a1174901ea1401a9972a44616214c9b,70.90927301841417,distance_m
1531281501300236-6e147994a5e3493d86a928a612ff5791,2.025344855480895,distance_m
1531281501800114-4a1972f8731b4cdea40fc69a38a735b1,244.25115148142086,distance_m
1531281502300019-a4be46a1e7d24df3b14fe5322c65df71,2.268752227563374,distance_m
1531281502700898-d02a787e344d40d78b57593a31fe1813,214.32714480438543,distance_m
1531281503201351-1994ad9682bd4175b244af0be3e09417,246.86560108690722,distance_m
1531281503701201-802619f6fb5940608483cb29fc1beab6,62.94144103847639,distance_m
1531281504200013-b24eea3e5ebd423fafe109de526cb484,77.99439082395605,distance_m
1531281504698735-6e90bc3643d94c0fa0edf8795f8c8aa3,53.91776145204843,distance_m
1531281505198061-5512cfa9df6842f89062f97cdefa378d,359.99045126225224,distance_m
1531281505697394-6ea8ed46a7e04a10abfa6acd5290ea09,51.27986934460734,distance_m
1531281506297919-1db65e17354d4873bd22d3186e7dfcdf,0.7418683642908026,distance_m
1531281506798875-d0a9cf1d37cd414584f676826a1f400a,93.27714082239014,distance_m
1531281507298748-21e50bd8b149409a9791a74acf49a676,1.0427102548859806,distance_m
1531281507799178-459ac79bafdf4b88913f981c1fa71b2c,56.10369863030422,distance_m
1531281508299057-e05526aafa644218b37ab46567a6e776,73.11584179695588,distance_m
1531281508699974-9260fb448a3a49c0be2d174e01157940,162.39804493897086,distance_m
1531281509200407-5abd3d15e63c44a8a8189a6e70a496ef,0.7954331061115548,distance_m
1531281509650513-44a799dcf8cd4393aaa748e1bcd96d58,0.2926636966766601,distance_m
1531281510150365-addc85df1c34465090f92fa811ecaac6,0.2754230479617124,distance_m
1531281510649696-7483e0aca67b4ed79c12f553d5123923,80.38388678685689,distance_m
1531281511149570-79aee76081974fe18eff436a020ce606,0.08005920956152901,distance_m
1531281511649993-c359678db3e0441397c0d631f98ec7e1,0.7362518084244332,distance_m
1531281512049800-8cf0dfa0d78f469e8b10760332954028,69.79409609670812,distance_m
1531281546699948-51f37263b06c417e94138f2d9348f909,0.6965407268931353,distance_m
1531281547199310-d14ff11d28f8410a83aae3cd04de0203,5.318130550190095,distance_m
1531281547649390-8b93ca14a898421d88a437bbd88fb716,0.7469667719965664,distance_m
1531281548149795-c48d2494401a419b8c56b7f413526bd8,0.742337144111215,distance_m
1531281548649686-af4baa2810cf431695fbe4f3f5ce7951,319.02684056361153,distance_m
1531281549149002-8d74da149b1041cf8f0ff4a23c53342c,191.052675982306,distance_m
1531281549648901-752c9911f5184076b7498c32913821be,182.65720261256754,distance_m
1531281550199069-5f610345cd6841f2afef4769153b5fe5,16.01416375535273,distance_m
1531281550649744-32d941ca626c458381f13c0c7ab267b8,67.89421919427309,distance_m
1531281551149633-6a02dd6bc13a457b9af4dc88220e269e,178.08373418891853,distance_m
1531281551650042-d492d47f5aba43249fe426f07a2911bf,0.7208835971293233,distance_m
1531281552299946-7b175346a22b4e68b54a9d21f88446dc,100.37990336715811,distance_m
1531281552799641-1192c1448ec044ef97df3078e92032eb,61.25242800800826,distance_m
1531281553298994-6f82d20df0564605978ac7ee7d2da494,0.9778479257543382,distance_m
1531281553798857-2f207084f4794686be52b8fbbfa91f1f,0.6144450453209754,distance_m
1531281554298714-71a74ae092364afebe91caaee4ed2af3,0.8329903289363955,distance_m
1531281554799156-a95deb56b3a845acae5cc782f42e5e4c,0.7260171686308345,distance_m
1531281555299586-76b0296bc28a454894ea616e547ee9e9,0.8757203688941106,distance_m
1531281555799489-8ccc7487ae0a4aed9daa021f6efe96b5,0.6989785119809521,distance_m
1531281556199263-91bb8353dea24e0eb219c013b45dcd64,0.6879848460710397,distance_m
1531281556698560-adebba609dd34ac58da232e03ad80f89,0.8232160354673089,distance_m
1531281557198444-f2727eb072f7470b862601edee7250b3,0.7709795104408301,distance_m
1531281557698875-849bde6d489544178c838baa28142bd4,0.8935705713565255,distance_m
1531281558199317-afd9b98ede4b4c79b3fc1882ffeb2068,0.7606043353901101,distance_m
1531281558648890-12a72195b0a242b3bf7a48c0d82cd219,0.5540138591112727,distance_m
1531281559199051-12a0035c7d934d259f5fa32eafd7b0e3,0.5517501312627036,distance_m
1531281559799595-eab9a7fe8c7c4cbebbefbbdb77960d6a,0.5149957928914808,distance_m
1531281560199908-000681a060c04755a1537cf83b53ba57,0.7044344128623651,distance_m
1531281560699785-39118d2a1a9b459eadc2c2d28c7658d3,0.763731879988267,distance_m
1531281561149348-b70d359986c74a008d7e9f957521b213,0.610761497250755,distance_m
1531281561649239-c1348c56187d4f38ad1b569cd3a7095f,0.7072085633058367,distance_m
1531281562149120-e5062bd5d7774291b8641c5a9a38b439,0.6351220250426559,distance_m
1531281562648970-cf6a7d894c034a4db251f41bc31cdbf7,0.6749569460519861,distance_m
1531281563148848-9de41b523cce4fb3aa4f6230ec06345d,94.2582887601934,distance_m
1531281563649274-5bbe677b299143128aa0492add6b28cf,0.7002691118743698,distance_m
1531281564149708-8b2da12cffd84eb2925b0b9e08ed250f,0.9689482635443145,distance_m
1531281564699363-d48f731eacf64f1f8df51ba2a153864a,0.854717145163762,distance_m
1531281565199773-073394e5ed044800b3e4d7e077716219,0.6791340749054832,distance_m
1531281565699653-5b8bccc502224cbd82d1cf9e511a35c0,1.0997199513447835,distance_m
1531281566199528-6de2f8b9d18441e8aee8011d5f8759f3,0.7305363267523173,distance_m
1531281613797794-c28c950afda14f7b93ff956799873dff,215.76520803873825,distance_m
1531281614298221-73605b2d71b347e996af63f7e7e55fa9,0.7935865496495162,distance_m
1531281614798654-86287c78bf494502ae0b6110c162b63d,2.9044867441209448,distance_m
1531281615298533-c365e8e9ccfd4bcbac8fc09a21692edc,2.8260250704784724,distance_m
1531281615798954-08dfcb4bd030497ea9c7d17d4bbba24b,14.852695161645014,distance_m
1531281616199325-b8c2c0c99fa24096abb6537fe3bd5628,0.2284914387393058,distance_m
1531281616699187-8b52e309b5144f7880725db89ec38956,1.710767451472726,distance_m
1531281617199104-54dd93feb4b34fc4b57470531bd79ff5,80.85558113080383,distance_m
1531281617699492-7c3248a9f77341d2ba915b857bd8f287,1.0930632411887462,distance_m
1531281618199371-9f5b95a0bb20428188d4abae6a0579d1,0.3110187302936412,distance_m
1531281618699807-cbbd333271434197b1bd8302ae03100f,0.2735409545158162,distance_m
1531281619299771-28b11a54a9554bcab30d73ee193046b5,90.4227030740485,distance_m
1531281619898610-4b791411187e47689f7259a9b4d4c54f,0.06229200719443005,distance_m
1531281620398480-ac7124bfc1694aa996a5e3b27d17ecf5,0.2799453524662216,distance_m
1531281620898375-b0361d863c2f468d8f6ac82560aaf5bf,87.93372145176181,distance_m
1531281621398805-a00699393a4b4cf39e0b992da8dd2715,0.5893721730973681,distance_m
1531281621899271-f4d621bac4954bab8376359358093db6,58.69944633469723,distance_m
1531281622449473-0497c0a2d98145029608177652f791a0,91.73930477732085,distance_m
1531281622899520-4bf4a32aa6e14ed890fcf8a860ad9289,0.6440652049369451,distance_m
1531281623399950-c591060534ac4c978a9601baa87c202b,28.993533761858004,distance_m
1531281623899277-618875a2d6724584917e6be29329d8ac,1.6223254534507179,distance_m
1531281624399157-f09c85b7ca614a97b5a2293ad5b1182c,92.47652304591976,distance_m
1531281624899041-e334b3012d8b45649fb0614b14264a30,94.07360398140212,distance_m
1531281625449244-101e831275d740e6b47a6b1e9ef8c7b2,0.35584838301707816,distance_m
1531281625949100-309dffeeb33c4319bfcd4fa9002d8667,71.86013702204008,distance_m
1531281626449531-8e86bdba7c1f434780fdc7924d9d2286,20.95786155570239,distance_m
1531281626950529-58b9fd4376c741b3ad035aec9bef660d,0.4440096986920727,distance_m
1531281627450934-a38cd83451774e5f89fce6eb45b3ac8a,0.6538205392910444,distance_m
1531281627950262-c604ceb421f54f028c246cb68960dd53,0.6315801082742465,distance_m
1531281628449597-84d3fc3616134756aa8a9545a5706e62,0.1385946038869417,distance_m
1531281628949481-8c9d04f0d9fe4fa49db9a99d4852f46a,0.11693373035188427,distance_m
1531281629449333-fa1a6e0348aa4974808669ff11afc30c,79.25985743111073,distance_m
1531281629949213-95da06d762ea41ed8050c8d7a9cefa8c,56.374861418898405,distance_m
1531281630449088-f69deb5862844f09a690500fe6a2b9b0,0.17944423139693738,distance_m
1531281630949534-4a4e46dbe41848b8a2b1d82107b6c24c,0.3975729636294469,distance_m
1531281631398523-57417521864243b8877733aa6b372276,0.094953300784526,distance_m
1531281631898396-d4c301dcfbc34ac8b8319353c3bfc620,0.14080513607705614,distance_m
1531281632397775-75552a5fc1ee4030ac1d032c6343a165,0.08309219648912168,distance_m
1531281632897043-c7bc5a205f5545b7a0af978889ceca13,0.15557440562501904,distance_m
1531281633697755-e261f474caa34797b0759aa2ca8a576d,46.7399721865557,distance_m
1531281634198156-3947c3c1848e46c3849a1e178e2e728b,4.443805391258385,distance_m
1531281634698050-c0e18beded2d45d29662c2129503d4f7,34.01654009448933,distance_m
1531281635199031-c3286d413f524369ac040fbcd0b0e9b6,0.21112085420367582,distance_m
1531281635700031-e7683144f74449309873faf2cb7e76c8,0.06611089800344909,distance_m
1531281636199912-a4fa9d49433944d893b977da960fc458,0.22628013060296534,distance_m
1531281636699781-d55a20a3225b4e258cbba4dd9e1b597f,95.62753264619975,distance_m
1531281637150421-1a0f8e5b0cc248cd832716486455a257,42.46811419198594,distance_m
1531281637650287-f9b825f4020e4da8b6a182160e0b0705,0.5027720278812264,distance_m
1531281638150725-77d239a5f93b49a38ec0a6185c87147d,83.16023689239948,distance_m
1531281638650622-fdb723ef23d64b47aead300ed1d573f7,5.598113250751792,distance_m
1531281639200264-6e49bfd9f21447858938b77180bcb6b8,0.7289776194454258,distance_m
1531281639700112-4c5a8356ea1741548238807ba41235d3,62.860780048636535,distance_m
1531281640200011-e69a14f90e684e0c8dbcee8336e837ad,0.5679542468737141,distance_m
1531281640699904-a77fe48ab6e44959860a1a2b44f7be5e,55.56190241523413,distance_m
1531281641199750-160faaad600249d7ab8f95ee44648e6f,0.6440451065255598,distance_m
1531281641699620-335da4966e3745dc845362f4c54eeae8,0.36130416072498556,distance_m
1531281642199495-68b7cbe911ee40f9a00ff8affbfb88ab,0.8090448863965328,distance_m
1531281642699386-f3d292fb057a4490967facdc1b9968cf,0.30701901096705586,distance_m
1531281643199246-9a9f358664e64025a28fbffcf2ee0099,0.3808989142665547,distance_m
1531281643699119-deafcf11ebbf49ea987ebc7616d4c487,1.1525755224940595,distance_m
1531281644199030-670c160e6af24e7c8a8dc34aae1e3a1c,1.354068349607688,distance_m
1531281644698880-5c37942981a148418ea05430a44cfa7e,0.5476381458924462,distance_m
1531281645198750-ca924333b0ad4839952a5b6ab70de4b0,0.10086249030481287,distance_m
1531281645698628-fb2a700732f24bfe86d1187ba7492ba2,0.20046974714935858,distance_m
1531281646148734-f05e94332d124446a9b8df3917101615,221.03647888979773,distance_m
1531281646698972-2b4bb1ecb2244264ba9043ee04854ac2,0.5730626701729451,distance_m
1531281647299448-16ada52c6b734169879b2c296f5434d3,0.3764739592378655,distance_m
1531281647799319-81f68870ae19470a93ae51e7ff2583ef,0.17496378515074057,distance_m
1531281648299946-5f52fc6688cd4b098799012ee6a04875,0.11463584525024083,distance_m
1531281648799637-03e1fa4ec2664a34987dcc8c2898d94d,0.2993635110584589,distance_m
1531281649300059-d929c9294e4348c58edceeb460d2e083,0.38277158254395643,distance_m
1531281649799948-80d7c172efb64b5296f2d22f942bc963,0.6481180448749357,distance_m
1531281650300375-edde57e6dfeb416e936d9056824b8253,0.9370850422458278,distance_m
1531281650800235-f1d9fc82160b4980a3fd44dc92bdd033,46.54701923861506,distance_m
1531281651400203-33c050305be04c6489a4c61f09e40123,35.39950564626574,distance_m
1531281651900091-1477ef1a6a3b42daa70ac218e6f6c6f9,8.609587678861281,distance_m
1531281652400518-dc80a728399948168b6e301e031a2435,9.360822613424528,distance_m
1531281652900378-90c8d4cb239d48adb447177c64a7ff0f,14.252192813739224,distance_m
1531281678800487-1d477a7c21784a98b2e6a9289a958fe2,26.01201645393913,distance_m
1531281679300367-4cd21f4d2a00448c9efe4d81a6e35891,12.869537676233751,distance_m
1531281679799686-d7f831c213eb44e3b8031f73929278a7,100.37990336715811,distance_m
1531281680399659-915e9d78c1eb4bc7a75fbd9d672be158,319.25792864077783,distance_m
1531281680949304-8ae5eb1e96954ba0b154600564400ab4,64.42534439178421,distance_m
1531281681399403-5eb775d7b9534e82971c5c435fbfa116,30.424085853152597,distance_m
1531281681899294-12404ec129124d9a9bb72860e3c9c02b,243.0156887939542,distance_m
1531281682399168-a9460d1306f94aaf894af8b07d5f23a9,121.83852018142703,distance_m
1531281682949398-a82c0acb18dd4c3a99731b7a06a63fb7,121.52417454975779,distance_m
1531281683399453-11d08474b2544d969d832d3d370c3db1,59.423269852811025,distance_m
1531281683949669-1c9469a9d1db45f99f95fbe9c0095087,132.28614817886262,distance_m
1531281684399204-b513d361d0874bf8aa8eeae2e04dd25c,103.55010864311056,distance_m
1531281684951298-773712537f064bed866ee4be0a425261,48.663384592525006,distance_m
1531281685448742-b3d0ef9d02d24118a0fe3e02104e8a33,159.89410558241352,distance_m
1531281685948609-e42c40288fba48e993507ce35215a7d5,83.34041636565058,distance_m
1531281686449051-e1e84a1a464844cd80f144faa700c067,77.86607091667076,distance_m
1531281686948934-44a22e08d57b40d4bf7077a060741383,86.95185449431196,distance_m
1531281687448229-0e6728061166469695094adf2df3ece0,40.045286863749645,distance_m
1531281688048764-c0ac3dc491e7414184f44c2b32d24ad8,323.0265082001785,distance_m
1531281688548632-b87c4fce91d94856b3d8a39961e97fbb,74.60981838873487,distance_m
1531281689049624-49ceba17e48d41f08da1c994618f84da,13.806701271484076,distance_m
1531281689550586-0c35a9646b7b4c74af3699f46d6bed9a,39.66894251174337,distance_m
1531281690051015-3d71959327bc4d79a59a8efb0da21143,17.58195097251724,distance_m
1531281690550916-bf7a775b373b4705aebfee0609f6e166,61.511177845981784,distance_m
1531281691050215-ac2d1e8913eb40e0847c39fb6dd73c5f,2.5905292510224758,distance_m
1531281691549563-0791e7e86b98473795eeffe238d6c13b,2.4355118708127987,distance_m
1531281692049425-6e60a07fb4234c1d8b669f62bd49da5b,57.98814534023312,distance_m
1531281692549845-f3c0d5342fd54c4f95312fead7783170,6.032493416128308,distance_m
1531281693049210-a1d17e01d0454964a0699b251b2f1e70,3.7148132398991147,distance_m
1531281693549065-8d5c8d68750649c5bb0798abe4a1d8f8,0.4719360854735879,distance_m
1531281694048944-e0668ad60c404fa6a7cd4295c536d737,1.5420663321372035,distance_m
1531281694549346-4b37030f3df847aa97027cfb887be058,3.1695343278067707,distance_m
1531281695049280-c63c15b4ddae40579136ebaecbbfbfd0,35.441853788987956,distance_m
1531281695649200-d21bdffbca9f4edaa4bf4f54fffa6f4b,2.181904575362032,distance_m
1531281696149619-2bdf0127a7094e3aabdf8be3f4670cb0,43.308486466280485,distance_m
1531281696798787-7e33559bf5ce4cbabf24b606383ce521,38.1526539050693,distance_m
1531281697298667-af7a7e39956646a785d8d7c5831fea62,20.91948852147203,distance_m
1531281697799105-489c1b82dd654bc78cd900b93a644bab,47.21361032583719,distance_m
1531281698299539-cef5745a54e24c7a9111d449e336b4ed,369.72574295009537,distance_m
1531281835797511-040a956bf0c04ad09fffc286cab5bc56,27.660892971847456,distance_m
1531281836297392-ea5dbccb2a7a4b4e9ce8c0f5e0509d17,0.7340524379275056,distance_m
1531281836697734-fc651dc8a36846fdba3f705117d3d0d0,5.553571505456437,distance_m
1531281837198155-3d65380e1e2b470bbe0c944ecec05616,457.31293990002075,distance_m
1531281837799249-6d32f67b3307453aae7b942c91b7b9e8,7.355852112107452,distance_m
1531281838299104-d6f9027a85474ee4bbd4103cc7619f4f,32.32839309337846,distance_m
1531281838799539-573172be3eda4aae94e875fe4403c57b,24.558603380485625,distance_m
1531281839299407-3387d937c3864cdcaf0454542ebaa961,62.94144103847639,distance_m
1531281839699754-2bb8324710ae4fb1a000cdf7f1eb253c,95.72421323782191,distance_m
1531281840200181-34cf97ab4d6b452d862ae6c8374f7ee9,18.141802556526734,distance_m
1531281840700060-9bd318b5781f4bf797b9b6ee69f9cbd8,23.347912112221085,distance_m
1531281841200506-72fb9f0f545a4d6b92f6de14c9dcce85,1.817336125186081,distance_m
1531281841650597-ef9eddeaa6c641b2bfc687237153a1e9,0.23805554770342194,distance_m
1531281842200247-913f4d17b4c54ce19662f83158a3d4d0,1.3631013250140065,distance_m
1531281842699565-728f711f0d8e4b5fa85defb9bbb51399,0.1842553748990422,distance_m
1531281843199486-4ea42d9dcb2548658a950769437f108b,0.7478557937504863,distance_m
1531281843649576-4de831d46edf46d084ac2cecf682b11a,0.9313975315070929,distance_m
1531281844049332-9bab9367c07f4410ab2a3e901d76034f,135.0572512961856,distance_m
1531281844548677-2128fc958907421ca888ab014a73348a,28.002232053891703,distance_m
1531281845049109-144689dc04d74506a875106f2ff76d9e,40.80739749166692,distance_m
1531281845548969-d813d750f591453a9b1bb905e6a88b48,0.8017148113865906,distance_m
1531281846049405-bf6aeba0f19a46b087916c915f73cf39,131.7559296578336,distance_m
1531281846549280-9018d220fc7340998efa65631a9c3cd4,0.7213159322611832,distance_m
1531281847049152-5b8b618c3f9e481bb8522d9900d74f20,33.22085188552515,distance_m
1531281847448962-8491dd8fb7a44826b15e24ef9f869455,13.60667729494535,distance_m
1531281847949379-d90f206c2a2e405e912ee046b0b27d85,49.539125951110606,distance_m
1531281848449244-9d0b36d611be43ffa9244ee9a4e9c5e9,6.642665127793212,distance_m
1531281848949117-1fa5506ca31d4174955140d2138db679,0.9057094881892647,distance_m
1531281849449033-364828ce52784d7a8f1b6f586637e23a,0.7889503981308584,distance_m
1531281849949420-864f2bd660ba4d5b83fc5dee443801ce,85.25329905640015,distance_m
1531281850449294-1734a670436946788e72ec8ce185957b,0.9161756686435277,distance_m
1531281850949765-2e51aaf4465441dcbe22351087a62c46,0.8046547721243323,distance_m
1531281851449051-291d30843273487c96a7dc86f79a030f,0.28238101372893254,distance_m
1531281851948931-90c1665c6cf24153a834063fd99f257c,0.9512155547080352,distance_m
1531281852548891-783bf5ef43d04e538df4986e1461ba7e,0.39576038542145897,distance_m
1531281853049324-f5a8490b733140bd9eb51131f5e65b4e,0.4734070579855627,distance_m
1531281853649284-cb57adad69c54307907d522fd78c543b,41.96575985252739,distance_m
1531281854149711-b46095be5e6c47d2aff1a67a151fc984,0.7331570412386247,distance_m
1531281854649587-de44070678e84676ab9e68a16a55b5d5,0.818928541522555,distance_m
1531281855148928-a6f13e65dcd141bca7ffb425d7c6c8be,0.26782444413166157,distance_m
1531281855898739-8fb167b9767d420b9c6368719bafb7b4,63.250494069216565,distance_m
1531281856448941-1dffa2d447444bc89fa5c494f88aaa20,0.7434835299000491,distance_m
1531281856949350-8c6a954f8ab94c36b994a18d9f6a5b26,0.9860467029214203,distance_m
1531281857398934-d5686f4785d04f7f82f723548f14523c,86.8050977765707,distance_m
1531281857899333-ad7080dc8e08423482474c439e96c2ee,0.6691873903920822,distance_m
1531281858399781-96af1a7dbbe643ee9b54c2702c719407,1.053173540193117,distance_m
1531281858799556-99c4cc9ce89246b19b802666bff43cf9,0.7471676911983781,distance_m
1531281859299423-5c9f496ba0904ac0a2a62c138dd627f2,0.8346782435883445,distance_m
1531281859799302-ce45c7c9cae1491ba4e30bdf649b7de0,0.5111026183164059,distance_m
1531281860199093-4ffdd34156524df380cddc090dcadc7d,0.9396406505320483,distance_m
1531281860698973-ffec010a27b4462f86b78e2e41d14f42,101.46982310026956,distance_m
1531281861198323-c5fc747cb34f44d78820ae649d183e93,84.7061095789436,distance_m
1531281861648407-88aa269105204f8db1a29debf3cde07c,52.51309360530952,distance_m
1531281862148305-6b282c1c40c1454bad559e58b5fcecb0,20.460327465610124,distance_m
1531281862648709-4523fb98c35940f1a47555072262965d,0.6030214304215202,distance_m
1531281863148586-6e75580faac94693acd7ece6419dcb88,0.29422161713239176,distance_m
1531281863649030-bd0a172dbc9045d5a11b1980ccfb0d53,0.20383719021539032,distance_m
1531281864149453-af620d74bb47486b89cdc3844acb6c18,0.533295088520081,distance_m
1531281864649368-8a51f719699b49f893a8ed0932201c22,0.772127567314623,distance_m
1531281865149198-cf4d66093d824995b2b56eb08503c663,0.8350354591793671,distance_m
1531281865650210-5bea7ebf706d4a5c906769ca8de1be22,0.5138348436846022,distance_m
1531281866200932-c49a39d8f51d41dabd03de50bbcf06d9,0.45767289328296207,distance_m
1531281866700825-b9853461935b41f88ba20195a2d0217c,0.8095189219993048,distance_m
1531281867201251-a4093bf016f74a93bab9aea589de615c,0.6126687610293331,distance_m
1531281867701660-33c965ece87842c2ac898543d26dad5f,0.5552387929521269,distance_m
1531281868150670-5484714099f84b6c90d7db7fa8673073,0.6164996486652956,distance_m
1531281868649984-318791a3a2054db9a90bc6eba32795bf,0.5661615875804746,distance_m
1531281869148753-9f6fcb159f6046cb9b2f9165479c2e51,0.4977235535463191,distance_m
1531281869648637-7967df27333942bca9eb8c1af9de61af,0.41075226110198565,distance_m
1531281870198298-1aaff367ed174989b350fd40619b6f9a,0.5366756742353728,distance_m
1531281870698153-28d072daaeb44926a824bb2671878b68,0.4749753137190564,distance_m
1531281871198082-0a4c9338501444aebc937ec231dcde43,0.3432365652319409,distance_m
1531281871698468-81d4dc6d876c46528e7c678fe85410cf,0.5157399492900905,distance_m
1531281872198351-a2f135999c12428caacda927ebcff835,0.21114332257779214,distance_m
1531281872698780-e32db3f8b6c244c2be60b6d7db30ccc3,0.6137203984802082,distance_m
1531281873148333-38f030fc7723490e98b3b40ba7d525f9,0.36512445082642,distance_m
1531281873648237-e2526ae0b641422f9151ffd49a19f01c,0.4006035748195252,distance_m
1531281874198406-b3bafb1ec0824002ac518570c7995935,0.3060912105343988,distance_m
1531281874698827-4ac8bb201c7f44cfad407f00d3b18c4d,0.44242105766720835,distance_m
1531281875149524-91d55da975464dd6a50d71a4d46881eb,0.24871898485658558,distance_m
1531281906799288-3502d36d2c76428f9b79f2854e96b696,0.5105246331271669,distance_m
1531281907299700-152db7f344954b7196402b92caa57e1c,0.3736321154361519,distance_m
1531281907799571-ff771831a0b243169b037f4659e23a9d,0.40341312577605054,distance_m
1531281908299447-b22ec0c7883143c6a201e71ab917da7a,0.43877697134911053,distance_m
1531281908799334-f38ef51177c84c2a9fa32584b79e601e,0.783565815637547,distance_m
1531281909299787-291e7331922541cea98122b607d24831,0.6554905238002806,distance_m
1531281909799684-e4a61a01232041f596e72f03495234f2,0.96732052776136,distance_m
1531281910300081-d628f4a6b4a6405c8f4cfbb8d18c6fd8,0.742025247962891,distance_m
1531281910699318-7b011306ccc34c94a341a54ba2552c52,0.7618027605795507,distance_m
1531281911199193-333b8e10454e4be1b6ea0a57ed25e3d5,0.8298045219321982,distance_m
1531281911699612-5099c82438074d8885298bbf6d635a54,0.9112085793165853,distance_m
1531281912198922-7a344e7e1436415caf180ae067a4203a,0.942581521589055,distance_m
1531281912698281-72fb9a53ac6f4222ac623a6b39c9404d,0.5341900267612895,distance_m
1531281913148356-9f7c0eaa175c4627aab13b7f76297c2a,0.6722531769526364,distance_m
