threshold_m,success_rate,failure_rate,success_count,total
1.0,0.5371734762223711,0.4628265237776289,3208,5972
2.0,0.6662759544541192,0.33372404554588075,3979,5972
5.0,0.6873744139316812,0.3126255860683188,4105,5972
10.0,0.7009377093101139,0.2990622906898861,4186,5972
20.0,0.7350971198928332,0.2649028801071668,4390,5972
50.0,0.830040187541862,0.16995981245813796,4957,5972
100.0,0.9079035498995311,0.09209645010046885,5422,5972
166.0,0.9485934360348292,0.05140656396517085,5665,5972
