Epoch [47/60], Train Loss: 0.0050, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 99.97%/99.99%/100.00%, Val Loss: 0.2094, Top-4 Val Acc: 90.89%, Top-1/2/3 Val Acc: 80.82%/86.61%/89.72%, Train IoU: 98.06, Val IoU: 59.83
Epoch [48/60], Train Loss: 0.0052, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 100.00%/100.00%/100.00%, Val Loss: 0.2181, Top-4 Val Acc: 90.49%, Top-1/2/3 Val Acc: 80.28%/86.34%/89.42%, Train IoU: 97.90, Val IoU: 59.30
Epoch [49/60], Train Loss: 0.0042, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 99.99%/100.00%/100.00%, Val Loss: 0.2196, Top-4 Val Acc: 91.09%, Top-1/2/3 Val Acc: 80.88%/87.01%/89.92%, Train IoU: 98.47, Val IoU: 59.53
Epoch [50/60], Train Loss: 0.0044, Top-4 Train Acc: 99.99%, Top-1/2/3 Train Acc: 99.98%/99.98%/99.98%, Val Loss: 0.2188, Top-4 Val Acc: 91.46%, Top-1/2/3 Val Acc: 80.31%/86.64%/90.06%, Train IoU: 98.38, Val IoU: 59.91
Epoch [51/60], Train Loss: 0.0035, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 100.00%/100.00%/100.00%, Val Loss: 0.2281, Top-4 Val Acc: 91.23%, Top-1/2/3 Val Acc: 80.58%/86.74%/89.86%, Train IoU: 98.74, Val IoU: 59.53
Epoch [52/60], Train Loss: 0.0036, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 100.00%/100.00%/100.00%, Val Loss: 0.2368, Top-4 Val Acc: 90.99%, Top-1/2/3 Val Acc: 80.75%/86.47%/89.72%, Train IoU: 98.76, Val IoU: 59.55
Epoch [53/60], Train Loss: 0.0034, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 99.98%/99.99%/100.00%, Val Loss: 0.2392, Top-4 Val Acc: 91.20%, Top-1/2/3 Val Acc: 80.28%/86.41%/89.42%, Train IoU: 98.86, Val IoU: 59.89
Epoch [54/60], Train Loss: 0.0029, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 99.98%/99.98%/99.98%, Val Loss: 0.2392, Top-4 Val Acc: 91.20%, Top-1/2/3 Val Acc: 80.52%/86.54%/89.86%, Train IoU: 99.10, Val IoU: 60.02
Epoch [55/60], Train Loss: 0.0024, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 100.00%/100.00%/100.00%, Val Loss: 0.2476, Top-4 Val Acc: 91.09%, Top-1/2/3 Val Acc: 80.58%/86.31%/89.62%, Train IoU: 99.23, Val IoU: 59.97
Epoch [56/60], Train Loss: 0.0031, Top-4 Train Acc: 99.99%, Top-1/2/3 Train Acc: 99.99%/99.99%/99.99%, Val Loss: 0.2426, Top-4 Val Acc: 91.20%, Top-1/2/3 Val Acc: 81.29%/86.68%/89.89%, Train IoU: 98.93, Val IoU: 60.70
Epoch [57/60], Train Loss: 0.0017, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 100.00%/100.00%/100.00%, Val Loss: 0.2639, Top-4 Val Acc: 90.69%, Top-1/2/3 Val Acc: 79.54%/85.94%/89.59%, Train IoU: 99.52, Val IoU: 59.46
Epoch [58/60], Train Loss: 0.0024, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 99.99%/100.00%/100.00%, Val Loss: 0.2571, Top-4 Val Acc: 90.96%, Top-1/2/3 Val Acc: 81.02%/86.91%/89.69%, Train IoU: 99.26, Val IoU: 60.41
Epoch [59/60], Train Loss: 0.0019, Top-4 Train Acc: 100.00%, Top-1/2/3 Train Acc: 100.00%/100.00%/100.00%, Val Loss: 0.2608, Top-4 Val Acc: 90.69%, Top-1/2/3 Val Acc: 80.48%/86.34%/89.55%, Train IoU: 99.37, Val IoU: 60.63
Epoch [60/60], Train Loss: 0.0016, Top-4 Train Acc: 99.99%, Top-1/2/3 Train Acc: 99.98%/99.99%/99.99%, Val Loss: 0.2693, Top-4 Val Acc: 91.33%, Top-1/2/3 Val Acc: 80.65%/86.84%/90.09%, Train IoU: 99.66, Val IoU: 59.95
