bin_left_m,bin_right_m,count,mean_error_m,median_error_m,p90_error_m
0.0,5.0,2,52.14776197029923,52.14776197029923,72.95695647357591
5.0,10.0,6,11.571327228531729,0.8881303618646008,33.05785149260099
10.0,15.0,8,73.70494061410595,45.98658088469518,179.28055659778235
15.0,20.0,23,26.332891084025707,0.9425479300187052,70.70092604346061
20.0,25.0,32,38.71403068050349,1.0689817272010411,167.42548848793555
25.0,30.0,40,23.118872265620446,0.9120659589222596,64.21521861456108
30.0,35.0,40,19.064120188774922,0.9737577479445092,77.19450899974602
35.0,40.0,50,17.650265686753283,0.9138326972991919,73.1074373097252
40.0,45.0,46,21.547484482455378,0.9789719746683058,72.62591455298005
45.0,50.0,54,37.04483688635303,1.1131689968367826,144.31046955922355
50.0,55.0,54,38.09752629089762,1.2121192795700553,123.56830633083592
55.0,60.0,65,7.873932787609476,0.8593704473120335,24.19080938511354
60.0,65.0,73,21.760911383455564,0.9504267359959004,69.4000939430812
65.0,70.0,88,17.563971383474456,0.8621100345940713,50.96987267472099
70.0,75.0,90,33.87597371826773,0.9438066287479012,123.86546237428972
75.0,80.0,84,20.158866301061206,0.9006577652808065,68.53862726241397
80.0,85.0,116,33.09241926502972,0.9879514541363407,130.91596162112825
85.0,90.0,97,28.757609547178216,0.8440784045295157,97.66208666173796
90.0,95.0,111,31.280141897453305,0.945527785971861,96.22174910071007
95.0,100.0,131,33.26510165248091,1.0582040593875928,95.7111539999388
100.0,105.0,123,27.49226755167123,1.0560992911869218,83.16040835729137
105.0,110.0,118,26.439934477600673,0.9699581012721452,86.8669548922386
110.0,115.0,143,22.72909669557394,0.9718805413029061,63.42952155929047
115.0,120.0,130,30.386112071152574,0.989184868999767,100.52585262135855
120.0,125.0,147,26.8637261958724,0.9303872753899509,70.96451439847309
125.0,130.0,162,18.469819315053616,0.9137524828044595,78.43016505345659
130.0,135.0,152,21.28124914593482,0.964763921794441,71.78693811223424
135.0,140.0,175,31.92386026243818,0.9597402240740583,96.99531509075302
140.0,145.0,175,22.629494888230013,0.9074553877884955,67.95797813454296
145.0,150.0,162,20.746579196621404,0.9494501491217394,69.43590685807277
150.0,155.0,177,22.58892715001254,0.8729250005798543,72.85814124872824
155.0,160.0,174,29.438571476243563,0.9025999177814807,108.63529661353573
160.0,165.0,176,29.321705127782185,0.9940679071779692,93.84632588538825
165.0,170.0,167,37.89842540013634,0.9753780088680916,129.22937464919406
170.0,175.0,217,29.813756331334165,0.939980692471659,79.93119774108197
175.0,180.0,228,24.450074982016805,0.9315437608985689,74.11870401757655
180.0,185.0,210,25.472524821300716,0.9460081902357785,82.01775650034796
185.0,190.0,203,32.07663556640763,0.9438991532739216,105.54216347233873
190.0,195.0,204,27.76254765700648,0.8662968559242469,77.3370651983688
195.0,200.0,215,31.393618304350436,0.9782542696661025,108.23006053946095
200.0,205.0,189,24.487836267600066,0.9444093520392395,77.73497475359557
205.0,210.0,168,34.07374483414188,1.1267805497119547,84.32800242069143
210.0,215.0,127,27.520243577416654,0.9447404440283736,72.4221121729255
215.0,220.0,132,37.14576674067613,0.9708269476906353,71.51939507919761
220.0,225.0,127,29.688644293317342,0.9186426103248756,70.28968242968477
225.0,230.0,83,26.680891438928523,1.0026364300898494,69.77666862175226
230.0,235.0,99,30.66501798342301,0.8781566649045045,67.57421809629359
235.0,240.0,79,27.296007477479243,0.8491030394519669,52.40527126991273
240.0,245.0,65,34.49543066312724,0.8563134549163365,93.90534911901614
245.0,250.0,64,55.570964805986364,0.9700154925591735,239.2667713144359
250.0,255.0,53,58.97510483555147,1.0421966261905964,245.09221827280004
255.0,260.0,42,32.21598069026645,1.0475923868244679,66.29709434005454
260.0,265.0,28,40.44398495166631,0.9739423799818425,86.02684241938317
265.0,270.0,26,81.10418454810889,1.0643060235029602,387.30986719888267
270.0,275.0,13,43.64343914498036,1.3182364734356085,156.2093895642288
275.0,280.0,7,36.99111369757524,0.9489718836881367,108.25535015902604
280.0,285.0,2,0.6074292505955698,0.6074292505955698,0.7941171646227382
