threshold_m,success_rate,failure_rate,success_count,total
1.0,0.4270833333333333,0.5729166666666667,41,96
2.0,0.6979166666666666,0.30208333333333337,67,96
5.0,0.7083333333333334,0.29166666666666663,68,96
10.0,0.71875,0.28125,69,96
20.0,0.75,0.25,72,96
50.0,0.8229166666666666,0.17708333333333337,79,96
100.0,0.9583333333333334,0.04166666666666663,92,96
166.0,0.96875,0.03125,93,96
