threshold_m,success_rate,failure_rate,success_count,total
1.0,0.43863994595811756,0.5613600540418824,1948,4441
2.0,0.5814005854537266,0.41859941454627336,2582,4441
5.0,0.6259851384823238,0.37401486151767616,2780,4441
10.0,0.6518802071605494,0.3481197928394506,2895,4441
20.0,0.7068227876604368,0.2931772123395632,3139,4441
50.0,0.8392253996847557,0.16077460031524426,3727,4441
100.0,0.9351497410493133,0.06485025895068675,4153,4441
166.0,0.9648727764017113,0.03512722359828868,4285,4441
